invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I394274,C890827,Male,40,Food & Beverage,3,24.87,Credit Card,26/06/2022,Zorlu Center
I914700,C423494,Female,44,Toys,2,50.45,Debit Card,08/11/2022,Viaport Outlet
I979774,C910872,Female,22,Shoes,3,185.64,Cash,22/10/2021,Istinye Park
I541114,C752769,Male,65,Clothing,5,122.26,Debit Card,08/08/2021,Metropol AVM
I738917,C762910,Male,28,Souvenir,3,42.71,Cash,07/11/2021,Emaar Square Mall
I539834,C960332,Female,23,Toys,3,78.39,Credit Card,24/01/2023,Metrocity
I912258,C838322,Female,67,Toys,1,86.35,Cash,08/07/2022,Viaport Outlet
I394139,C389853,Female,25,Technology,3,317.42,Cash,18/11/2021,Mall of Istanbul
I235534,C757182,Female,46,Technology,3,342.44,Cash,07/04/2022,Cevahir AVM
I589224,C843774,Female,44,Souvenir,3,16.93,Cash,23/07/2022,Emaar Square Mall
I134804,C783327,Female,65,Shoes,4,186.67,Cash,05/01/2022,Istinye Park
I319397,C763570,Female,30,Books,1,57.54,Cash,20/07/2022,Metrocity
I778533,C162670,Male,46,Food & Beverage,1,72.59,Credit Card,02/03/2022,Metropol AVM
I597639,C273050,Female,18,Souvenir,5,32.23,Credit Card,16/02/2021,Metrocity
I936121,C595519,Female,27,Food & Beverage,3,45.96,Cash,07/02/2022,Metropol AVM
I230090,C551157,Male,53,Shoes,5,184.62,Debit Card,24/10/2022,Torium
I879794,C801936,Male,19,Toys,2,31.4,Cash,19/07/2021,Istinye Park
I327343,C809805,Female,61,Clothing,2,124.23,Debit Card,01/01/2021,Mall of Istanbul
I159496,C324984,Male,21,Technology,4,274.31,Debit Card,27/07/2021,Istinye Park
I981866,C903844,Female,55,Clothing,4,26.29,Credit Card,13/12/2022,Torium
I434543,C808117,Male,49,Shoes,2,109.41,Cash,21/09/2022,Kanyon
I380476,C640022,Male,31,Food & Beverage,3,18.74,Cash,30/09/2022,Istinye Park
I703813,C810176,Female,50,Books,4,29.79,Credit Card,11/01/2022,Metrocity
I727770,C814920,Female,39,Clothing,4,124.81,Cash,01/02/2022,Istinye Park
I252560,C718868,Female,35,Shoes,1,72.53,Debit Card,21/05/2021,Emaar Square Mall
I448207,C181105,Female,29,Technology,3,94.37,Cash,05/06/2021,Metropol AVM
I178483,C202109,Male,29,Shoes,3,132.82,Credit Card,16/02/2023,Torium
I492468,C242306,Female,23,Books,4,15.69,Credit Card,28/11/2022,Metrocity
I846907,C708725,Male,22,Clothing,2,65.58,Debit Card,11/11/2022,Cevahir AVM
I930641,C932827,Female,28,Toys,2,79.31,Cash,14/02/2021,Metropol AVM
I381376,C928959,Female,39,Cosmetics,5,68.2,Cash,16/06/2021,Viaport Outlet
I485137,C299314,Female,34,Clothing,4,94.61,Credit Card,28/01/2022,Metropol AVM
I741319,C178828,Female,29,Shoes,4,105.81,Credit Card,07/03/2021,Emaar Square Mall
I853369,C863226,Female,19,Toys,1,21.38,Cash,23/01/2022,Metropol AVM
I153685,C276096,Female,55,Clothing,1,40.49,Credit Card,09/06/2022,Viaport Outlet
I720809,C724764,Female,48,Technology,1,266.85,Cash,03/09/2022,Mall of Istanbul
I116545,C596905,Female,31,Food & Beverage,3,41.88,Debit Card,22/09/2021,Mall of Istanbul
I570856,C561354,Female,50,Cosmetics,4,68.6,Credit Card,27/11/2022,Zorlu Center
I157847,C481830,Male,51,Technology,5,313.12,Debit Card,05/06/2021,Kanyon
I375491,C785498,Male,54,Shoes,4,129.34,Cash,15/08/2022,Torium
I757994,C232490,Female,18,Food & Beverage,1,36.21,Cash,01/06/2021,Kanyon
I356457,C695444,Female,30,Shoes,3,92.1,Cash,24/08/2022,Viaport Outlet
I498317,C813968,Female,18,Books,1,12.93,Cash,07/11/2021,Mall of Istanbul
I711974,C790654,Female,44,Food & Beverage,1,55.13,Credit Card,24/12/2021,Metrocity
I519186,C922609,Female,37,Clothing,4,81.72,Debit Card,14/10/2022,Viaport Outlet
I117893,C967547,Male,56,Books,1,21.64,Credit Card,26/09/2022,Cevahir AVM
I118703,C712649,Male,33,Books,2,58.08,Credit Card,29/06/2022,Torium
I979794,C743098,Female,65,Books,5,28.43,Cash,30/03/2021,Metrocity
I122489,C130083,Male,58,Cosmetics,1,51.83,Debit Card,17/10/2021,Kanyon
I731263,C112403,Female,22,Clothing,5,81.66,Credit Card,02/11/2021,Viaport Outlet
I604764,C303152,Female,59,Clothing,4,64.48,Cash,22/01/2021,Metrocity
I472894,C264289,Male,25,Clothing,4,94.25,Debit Card,27/12/2021,Torium
I878443,C786365,Female,69,Technology,4,338.34,Cash,18/01/2022,Zorlu Center
I815546,C820625,Female,24,Technology,3,281.88,Credit Card,26/02/2021,Metrocity
I837272,C295274,Female,42,Food & Beverage,2,29.64,Credit Card,03/03/2022,Viaport Outlet
I644021,C904000,Male,20,Technology,3,299.27,Credit Card,24/07/2022,Metropol AVM
I701230,C166100,Female,24,Clothing,3,117.53,Cash,10/10/2021,Viaport Outlet
I849063,C332670,Male,22,Souvenir,3,26.22,Credit Card,06/11/2021,Zorlu Center
I620703,C838095,Male,51,Food & Beverage,5,21.08,Cash,03/10/2022,Torium
I261731,C950068,Female,33,Cosmetics,2,96.7,Cash,26/01/2023,Kanyon
I595731,C108996,Female,50,Clothing,2,123.48,Credit Card,15/11/2022,Metropol AVM
I865270,C185851,Male,24,Clothing,4,90.32,Credit Card,25/06/2022,Kanyon
I501167,C601292,Female,51,Food & Beverage,5,69.3,Credit Card,14/06/2022,Viaport Outlet
I426561,C376010,Male,36,Clothing,4,84.09,Cash,30/09/2021,Istinye Park
I315765,C728692,Female,59,Souvenir,3,37.27,Credit Card,27/05/2021,Cevahir AVM
I789366,C728205,Female,47,Cosmetics,2,100.61,Debit Card,17/09/2021,Istinye Park
I621726,C184953,Male,25,Clothing,5,65.5,Debit Card,22/11/2021,Zorlu Center
I286936,C842662,Female,55,Technology,1,161.01,Credit Card,31/08/2022,Kanyon
I848420,C592712,Female,23,Books,5,61.91,Debit Card,21/01/2021,Mall of Istanbul
I362884,C827880,Female,36,Cosmetics,1,64.89,Credit Card,05/11/2022,Metrocity
I456139,C329721,Female,36,Souvenir,5,38.96,Credit Card,11/01/2022,Torium
I352230,C620432,Female,53,Books,2,13.7,Credit Card,19/11/2021,Cevahir AVM
I621177,C235141,Female,40,Clothing,5,63.72,Cash,23/10/2021,Kanyon
I471483,C946662,Female,68,Clothing,1,44.17,Credit Card,23/04/2022,Zorlu Center
I371871,C116056,Male,23,Clothing,1,60.34,Credit Card,01/04/2022,Istinye Park
I222179,C171529,Female,56,Food & Beverage,3,26.11,Credit Card,28/05/2021,Metropol AVM
I821264,C232474,Male,25,Technology,1,269.02,Debit Card,18/07/2021,Metropol AVM
I995199,C897211,Male,42,Books,2,24.46,Cash,30/08/2021,Emaar Square Mall
I257605,C810884,Female,60,Clothing,2,100.82,Cash,01/08/2021,Metropol AVM
I858573,C112729,Female,31,Food & Beverage,1,74.61,Credit Card,21/07/2021,Kanyon
I261480,C341095,Female,60,Clothing,5,87.66,Cash,04/01/2021,Metropol AVM
I727811,C613920,Male,30,Shoes,4,69.88,Credit Card,02/02/2022,Kanyon
I427449,C311670,Female,30,Toys,3,52.85,Debit Card,23/02/2021,Emaar Square Mall
I469738,C988620,Male,31,Clothing,4,82.93,Cash,24/01/2023,Istinye Park
I336980,C879435,Female,68,Cosmetics,3,67.45,Credit Card,30/10/2022,Metropol AVM
I508254,C282441,Female,37,Toys,1,55.73,Cash,02/07/2021,Cevahir AVM
I470031,C508517,Female,48,Clothing,2,82.53,Debit Card,28/05/2022,Cevahir AVM
I597726,C153694,Female,39,Books,2,13.88,Debit Card,07/09/2021,Cevahir AVM
I544015,C593838,Male,36,Food & Beverage,5,20.64,Cash,22/08/2021,Zorlu Center
I175759,C125463,Female,19,Clothing,1,40.18,Credit Card,20/12/2021,Torium
I149061,C557422,Female,51,Food & Beverage,4,18.36,Cash,08/11/2022,Kanyon
I519470,C528122,Female,28,Toys,2,60.68,Cash,30/07/2022,Mall of Istanbul
I782082,C406834,Female,56,Souvenir,3,14.56,Cash,16/04/2021,Metrocity
I381352,C437153,Male,37,Clothing,1,58.96,Credit Card,14/10/2021,Metrocity
I947072,C260165,Male,45,Food & Beverage,4,24.57,Debit Card,25/01/2022,Kanyon
I710378,C753578,Female,37,Books,5,56.41,Cash,19/06/2021,Emaar Square Mall
I810421,C582709,Female,55,Shoes,5,86.94,Debit Card,19/01/2023,Kanyon
I382309,C491207,Male,46,Food & Beverage,4,59.53,Cash,12/10/2021,Istinye Park
I618327,C291796,Female,28,Shoes,2,114.85,Cash,20/02/2021,Emaar Square Mall
I455620,C827866,Male,23,Clothing,4,29.15,Credit Card,22/11/2022,Mall of Istanbul
I512728,C127284,Male,26,Clothing,1,100.02,Credit Card,01/10/2022,Metropol AVM
I568216,C887046,Female,47,Technology,3,264.31,Debit Card,26/07/2021,Mall of Istanbul
I233051,C765077,Female,30,Shoes,4,73.69,Credit Card,08/10/2021,Mall of Istanbul
I455953,C516786,Male,58,Souvenir,5,11.12,Credit Card,23/02/2023,Torium
I499828,C557357,Female,43,Clothing,3,44.06,Cash,03/04/2022,Zorlu Center
I651051,C398879,Male,45,Technology,1,107.34,Cash,02/02/2023,Viaport Outlet
I499238,C905619,Female,64,Books,4,49.11,Credit Card,10/07/2022,Kanyon
I597601,C424593,Female,64,Shoes,4,150.9,Cash,06/03/2021,Mall of Istanbul
I159750,C957479,Male,50,Clothing,2,122.57,Debit Card,05/05/2022,Emaar Square Mall
I306376,C382117,Male,59,Cosmetics,1,92.12,Debit Card,06/05/2021,Zorlu Center
I259127,C817471,Male,52,Cosmetics,4,33.2,Credit Card,21/12/2021,Mall of Istanbul
I554105,C114166,Female,49,Clothing,5,81.0,Credit Card,24/02/2022,Cevahir AVM
I173368,C826852,Male,60,Books,2,59.79,Cash,08/11/2022,Metropol AVM
I772999,C981062,Female,21,Books,3,55.79,Credit Card,11/10/2021,Istinye Park
I816392,C134611,Female,28,Clothing,2,73.05,Credit Card,08/03/2022,Cevahir AVM
I617737,C381145,Female,65,Food & Beverage,2,73.4,Cash,12/09/2022,Torium
I624587,C220190,Female,59,Clothing,1,26.09,Credit Card,31/10/2022,Viaport Outlet
I615713,C763619,Male,57,Cosmetics,1,72.95,Cash,22/02/2023,Emaar Square Mall
I219209,C850026,Female,33,Souvenir,1,38.94,Cash,22/07/2022,Emaar Square Mall
I578178,C446305,Female,62,Cosmetics,1,120.41,Debit Card,16/06/2022,Viaport Outlet
I616496,C738157,Male,26,Technology,1,299.25,Cash,05/09/2022,Emaar Square Mall
I490521,C128221,Female,37,Technology,5,323.64,Debit Card,28/02/2022,Metropol AVM
I196190,C294503,Female,48,Books,5,46.45,Debit Card,27/10/2021,Metrocity
I998965,C576038,Female,67,Toys,2,47.99,Credit Card,07/12/2022,Kanyon
I445344,C912595,Female,43,Shoes,1,140.44,Debit Card,18/09/2022,Metrocity
I768388,C760018,Female,57,Food & Beverage,1,51.87,Cash,23/12/2022,Istinye Park
I125437,C232560,Female,27,Toys,3,33.67,Debit Card,01/01/2022,Istinye Park
I104589,C741132,Female,56,Shoes,1,75.85,Cash,07/03/2021,Kanyon
I435813,C885380,Female,29,Clothing,4,112.04,Debit Card,06/06/2022,Metropol AVM
I336008,C603829,Female,53,Technology,5,240.62,Cash,22/02/2022,Emaar Square Mall
I553133,C825730,Male,57,Souvenir,1,23.46,Credit Card,29/09/2021,Cevahir AVM
I967427,C785514,Female,19,Clothing,3,76.59,Cash,18/08/2021,Zorlu Center
I950277,C837407,Female,38,Clothing,4,106.24,Cash,04/10/2022,Metropol AVM
I435078,C701305,Male,29,Clothing,4,100.99,Cash,21/08/2022,Mall of Istanbul
I909524,C326029,Male,23,Technology,3,128.33,Credit Card,10/02/2022,Kanyon
I352933,C664587,Male,55,Souvenir,5,38.92,Debit Card,08/05/2021,Viaport Outlet
I767737,C687048,Female,69,Clothing,2,107.66,Debit Card,20/08/2022,Torium
I218847,C306221,Female,25,Souvenir,3,43.45,Credit Card,03/05/2021,Cevahir AVM
I305911,C267049,Female,56,Clothing,1,90.84,Cash,22/11/2022,Cevahir AVM
I977600,C357497,Female,24,Food & Beverage,3,28.67,Cash,11/11/2021,Mall of Istanbul
I600807,C877176,Female,37,Toys,3,67.66,Debit Card,07/08/2021,Istinye Park
I146635,C197301,Female,62,Cosmetics,4,126.08,Credit Card,12/06/2022,Torium
I200604,C922372,Female,29,Toys,2,97.5,Credit Card,28/04/2021,Cevahir AVM
I679690,C126830,Female,46,Technology,3,130.86,Cash,11/02/2021,Mall of Istanbul
I320961,C658193,Female,54,Clothing,3,64.44,Cash,02/04/2021,Cevahir AVM
I967233,C833487,Female,19,Technology,4,349.36,Credit Card,31/03/2021,Kanyon
I726583,C348645,Female,54,Clothing,2,123.95,Cash,17/01/2023,Viaport Outlet
I968865,C566292,Male,20,Clothing,3,119.8,Cash,21/08/2022,Emaar Square Mall
I726823,C822555,Female,48,Toys,3,32.06,Credit Card,15/04/2022,Metropol AVM
I602388,C270642,Male,23,Clothing,3,103.57,Cash,04/01/2023,Cevahir AVM
I370456,C291707,Male,21,Food & Beverage,4,68.86,Debit Card,10/07/2021,Torium
I601213,C711674,Male,49,Books,5,13.53,Debit Card,13/04/2022,Metrocity
I709055,C381513,Male,67,Technology,4,173.37,Credit Card,03/02/2022,Emaar Square Mall
I162263,C296258,Female,36,Souvenir,4,37.41,Debit Card,17/04/2022,Cevahir AVM
I264957,C969295,Male,32,Souvenir,3,39.09,Debit Card,01/06/2022,Metrocity
I551064,C284784,Female,28,Technology,4,187.84,Credit Card,13/10/2021,Torium
I556710,C998456,Male,47,Toys,5,50.82,Debit Card,22/02/2021,Viaport Outlet
I406095,C960419,Male,42,Cosmetics,5,103.33,Debit Card,03/12/2021,Mall of Istanbul
I994551,C924456,Male,58,Shoes,1,157.93,Credit Card,12/11/2022,Mall of Istanbul
I795989,C609475,Female,64,Clothing,3,34.84,Cash,05/09/2022,Torium
I991336,C468788,Male,30,Shoes,2,115.01,Credit Card,27/01/2022,Viaport Outlet
I572783,C162180,Female,22,Technology,5,357.15,Credit Card,10/07/2021,Cevahir AVM
I561185,C240643,Male,66,Technology,1,76.3,Credit Card,06/08/2021,Istinye Park
I256450,C517270,Female,18,Technology,3,247.59,Cash,02/09/2021,Zorlu Center
I385537,C353167,Female,37,Toys,4,85.19,Debit Card,19/12/2021,Istinye Park
I238238,C279371,Female,66,Shoes,3,154.14,Credit Card,01/05/2022,Torium
I726965,C599766,Female,65,Toys,1,74.61,Cash,07/04/2021,Istinye Park
I468594,C877605,Female,62,Shoes,5,163.61,Cash,06/06/2022,Zorlu Center
I953439,C782366,Male,44,Technology,4,239.46,Credit Card,24/06/2022,Metrocity
I436698,C106477,Male,29,Clothing,2,72.1,Credit Card,04/04/2021,Metropol AVM
I391760,C426984,Male,69,Technology,1,295.29,Debit Card,18/09/2022,Cevahir AVM
I248884,C585474,Female,28,Shoes,2,123.9,Cash,21/07/2022,Torium
I749611,C898842,Female,53,Cosmetics,4,105.57,Credit Card,23/12/2022,Torium
I154026,C999702,Female,29,Food & Beverage,5,22.07,Credit Card,23/05/2021,Kanyon
I877971,C679658,Female,39,Cosmetics,5,115.8,Cash,21/10/2022,Viaport Outlet
I770389,C729972,Male,25,Clothing,4,38.36,Credit Card,03/03/2023,Torium
I431986,C237343,Male,41,Clothing,3,108.24,Credit Card,24/07/2022,Cevahir AVM
I375321,C174022,Male,40,Toys,2,68.71,Credit Card,09/03/2021,Emaar Square Mall
I562533,C935388,Male,50,Toys,1,37.48,Debit Card,20/07/2021,Mall of Istanbul
I519817,C700586,Female,45,Books,3,50.57,Debit Card,17/09/2021,Istinye Park
I630976,C955922,Female,67,Food & Beverage,3,56.43,Credit Card,06/02/2022,Mall of Istanbul
I772750,C913585,Female,32,Cosmetics,3,44.71,Credit Card,18/09/2022,Kanyon
I593157,C362201,Female,42,Clothing,1,80.96,Cash,06/01/2021,Metrocity
I977388,C530230,Female,31,Clothing,1,89.6,Credit Card,17/06/2022,Istinye Park
I662167,C675960,Male,19,Shoes,1,176.55,Credit Card,02/07/2021,Kanyon
I451513,C740667,Male,35,Clothing,4,117.84,Cash,23/10/2022,Torium
I656780,C394126,Male,41,Souvenir,1,31.63,Cash,09/01/2023,Viaport Outlet
I775031,C316402,Female,26,Books,4,58.31,Credit Card,18/07/2021,Torium
I750671,C234586,Female,41,Food & Beverage,3,42.42,Debit Card,23/11/2022,Emaar Square Mall
I201165,C677562,Female,37,Clothing,1,90.59,Debit Card,19/09/2021,Istinye Park
I936222,C312667,Female,30,Shoes,5,107.28,Credit Card,17/09/2021,Kanyon
I436364,C689510,Female,52,Shoes,1,170.82,Cash,29/10/2022,Metrocity
I651862,C926473,Female,58,Clothing,1,81.46,Cash,17/02/2021,Torium
I695549,C303190,Female,62,Food & Beverage,3,66.41,Cash,22/05/2022,Istinye Park
I851689,C499434,Female,46,Clothing,3,46.03,Debit Card,23/10/2022,Kanyon
I220283,C575515,Female,41,Books,2,12.98,Cash,06/12/2022,Emaar Square Mall
I786531,C235109,Female,65,Food & Beverage,3,64.7,Debit Card,19/02/2023,Metrocity
I724077,C124763,Female,28,Books,5,15.13,Debit Card,21/02/2022,Torium
I263723,C537268,Female,40,Clothing,2,31.67,Cash,10/06/2022,Metrocity
I820127,C365383,Female,19,Shoes,5,68.81,Debit Card,09/01/2021,Viaport Outlet
I284767,C959211,Female,64,Technology,3,93.49,Debit Card,16/05/2022,Zorlu Center
I760581,C450986,Male,43,Food & Beverage,4,72.74,Cash,28/01/2023,Viaport Outlet
I747726,C497537,Female,48,Books,2,41.19,Debit Card,09/12/2022,Metrocity
I677188,C377089,Female,22,Clothing,5,84.27,Credit Card,06/06/2021,Zorlu Center
I191081,C950174,Male,44,Clothing,5,48.1,Credit Card,31/03/2022,Istinye Park
I837023,C829599,Male,23,Clothing,5,78.7,Debit Card,20/10/2022,Istinye Park
I236104,C608179,Female,41,Shoes,3,133.2,Credit Card,27/03/2021,Istinye Park
I532410,C407385,Female,47,Technology,3,203.47,Debit Card,21/02/2022,Istinye Park
I661065,C225346,Female,55,Cosmetics,1,59.49,Cash,20/02/2022,Torium
I311703,C158790,Male,30,Food & Beverage,4,68.36,Cash,10/10/2021,Kanyon
I252779,C225595,Female,19,Food & Beverage,4,47.7,Cash,28/11/2022,Istinye Park
I747253,C242443,Female,21,Food & Beverage,4,63.36,Credit Card,23/07/2022,Emaar Square Mall
I842723,C925874,Female,53,Cosmetics,4,109.06,Cash,07/08/2021,Cevahir AVM
I261692,C799825,Female,36,Toys,4,82.6,Debit Card,07/09/2022,Metrocity
I827203,C571683,Female,68,Food & Beverage,2,37.0,Credit Card,27/03/2021,Torium
I752140,C641390,Female,19,Toys,3,21.97,Credit Card,24/05/2022,Cevahir AVM
I661357,C918212,Female,64,Toys,4,94.84,Cash,16/01/2023,Mall of Istanbul
I564779,C227075,Female,58,Clothing,3,75.34,Debit Card,04/01/2022,Viaport Outlet
I621644,C847336,Male,27,Cosmetics,5,43.08,Debit Card,21/06/2022,Zorlu Center
I552755,C118159,Male,63,Technology,1,146.26,Debit Card,21/01/2022,Zorlu Center
I345036,C270416,Female,56,Books,2,43.36,Debit Card,04/02/2023,Mall of Istanbul
I489910,C392415,Male,32,Clothing,5,68.2,Debit Card,07/02/2023,Metropol AVM
I493149,C510856,Female,39,Cosmetics,1,64.53,Credit Card,10/10/2022,Mall of Istanbul
I210549,C540909,Female,68,Toys,5,39.02,Credit Card,30/04/2022,Cevahir AVM
I220097,C146190,Female,55,Toys,4,57.06,Cash,06/02/2022,Istinye Park
I606900,C639351,Male,67,Technology,3,238.52,Cash,28/03/2022,Metropol AVM
I969298,C815064,Male,30,Books,1,58.75,Debit Card,24/02/2022,Istinye Park
I348968,C696866,Male,35,Clothing,3,88.06,Debit Card,07/07/2021,Emaar Square Mall
I159337,C189336,Female,55,Shoes,1,82.17,Cash,30/05/2022,Emaar Square Mall
I693264,C888680,Female,66,Food & Beverage,4,40.31,Debit Card,30/12/2021,Istinye Park
I625833,C337025,Female,27,Clothing,5,28.7,Credit Card,27/11/2021,Kanyon
I230867,C564434,Female,62,Food & Beverage,3,33.7,Credit Card,11/02/2023,Metropol AVM
I276684,C770135,Female,44,Clothing,4,64.02,Cash,01/03/2022,Kanyon
I939091,C549558,Female,35,Clothing,5,120.49,Credit Card,08/10/2022,Mall of Istanbul
I524696,C292689,Male,30,Food & Beverage,1,37.65,Debit Card,10/12/2021,Istinye Park
I919229,C202397,Male,63,Shoes,2,121.8,Credit Card,17/06/2021,Istinye Park
I339039,C309209,Male,46,Clothing,3,116.13,Debit Card,30/05/2022,Viaport Outlet
I196480,C842424,Female,56,Books,4,19.47,Cash,15/01/2021,Viaport Outlet
I521552,C814321,Female,67,Cosmetics,2,59.6,Debit Card,06/03/2022,Viaport Outlet
I988415,C153533,Male,38,Toys,5,93.93,Cash,02/10/2021,Torium
I835660,C211568,Female,61,Clothing,4,111.01,Cash,13/05/2022,Mall of Istanbul
I157872,C432616,Male,62,Cosmetics,1,125.25,Credit Card,29/04/2022,Kanyon
I580283,C412963,Male,42,Shoes,3,181.91,Cash,11/11/2021,Torium
I165661,C923434,Male,57,Souvenir,3,13.87,Credit Card,14/03/2021,Torium
I924108,C915580,Female,61,Toys,5,89.16,Debit Card,26/08/2022,Mall of Istanbul
I783792,C896126,Female,21,Cosmetics,5,38.6,Credit Card,23/10/2021,Mall of Istanbul
I545626,C881349,Female,61,Toys,4,35.7,Cash,18/01/2023,Cevahir AVM
I272685,C317466,Female,40,Books,3,13.33,Cash,24/12/2021,Viaport Outlet
I721939,C117172,Female,38,Clothing,4,93.99,Debit Card,20/07/2022,Cevahir AVM
I751401,C166947,Male,27,Shoes,5,144.02,Credit Card,30/10/2022,Viaport Outlet
I623233,C974610,Male,53,Clothing,4,102.06,Cash,17/07/2021,Kanyon
I190061,C910563,Female,40,Food & Beverage,4,55.42,Cash,09/05/2022,Metrocity
I801776,C188291,Male,41,Clothing,1,32.86,Credit Card,09/07/2021,Zorlu Center
I469380,C698582,Male,50,Technology,2,204.27,Debit Card,24/03/2021,Torium
I544629,C958584,Female,62,Souvenir,3,13.63,Credit Card,07/02/2023,Metropol AVM
I780226,C466126,Male,67,Cosmetics,1,34.52,Credit Card,05/02/2021,Mall of Istanbul
I176719,C457723,Male,21,Cosmetics,5,52.16,Debit Card,17/03/2022,Istinye Park
I816345,C819353,Female,56,Cosmetics,4,63.39,Cash,24/04/2022,Zorlu Center
I589842,C996803,Male,52,Souvenir,1,24.85,Debit Card,21/08/2021,Emaar Square Mall
I962737,C832925,Female,44,Cosmetics,5,148.05,Credit Card,18/11/2021,Emaar Square Mall
I766291,C589198,Male,48,Books,2,36.74,Credit Card,27/06/2022,Zorlu Center
I773437,C761421,Female,69,Clothing,3,47.7,Cash,18/10/2021,Metrocity
I335263,C859828,Male,49,Clothing,3,32.04,Cash,26/07/2021,Metropol AVM
I547012,C755178,Male,49,Cosmetics,3,56.72,Debit Card,10/08/2022,Cevahir AVM
I125895,C456884,Female,67,Clothing,2,35.31,Debit Card,18/11/2022,Metropol AVM
I299429,C353480,Male,57,Food & Beverage,2,42.52,Credit Card,26/03/2021,Viaport Outlet
I414958,C702635,Female,52,Shoes,4,168.82,Debit Card,02/06/2021,Torium
I721560,C747089,Female,55,Technology,1,366.6,Credit Card,08/11/2022,Emaar Square Mall
I704578,C592725,Female,40,Toys,2,94.89,Debit Card,03/09/2022,Metropol AVM
I410937,C201048,Female,51,Toys,2,85.08,Cash,23/03/2021,Viaport Outlet
I819208,C258221,Female,66,Shoes,5,164.36,Debit Card,11/09/2022,Torium
I706042,C942899,Female,25,Technology,1,133.72,Cash,01/01/2023,Cevahir AVM
I930621,C112069,Male,24,Technology,3,317.03,Debit Card,27/02/2022,Torium
I416490,C962326,Female,53,Cosmetics,1,96.24,Debit Card,19/01/2021,Metrocity
I887827,C995586,Female,65,Clothing,5,53.85,Debit Card,16/01/2022,Metropol AVM
I807479,C772663,Male,42,Books,2,44.26,Debit Card,16/06/2022,Istinye Park
I103961,C471224,Female,31,Food & Beverage,4,57.44,Cash,13/08/2022,Cevahir AVM
I135382,C401249,Female,26,Books,2,56.19,Credit Card,05/11/2021,Metrocity
I868717,C719402,Male,54,Clothing,4,33.14,Cash,07/05/2022,Cevahir AVM
I450934,C550678,Female,58,Cosmetics,2,40.72,Cash,26/11/2021,Emaar Square Mall
I904360,C120427,Female,67,Cosmetics,5,73.86,Credit Card,04/02/2021,Istinye Park
I334601,C820719,Female,56,Shoes,4,48.52,Debit Card,26/02/2021,Metrocity
I898525,C896886,Male,46,Technology,1,285.75,Credit Card,20/08/2022,Kanyon
I311310,C925148,Female,37,Food & Beverage,1,17.57,Credit Card,31/03/2021,Metropol AVM
I800817,C738060,Female,29,Shoes,1,51.97,Credit Card,08/09/2021,Istinye Park
I191892,C382191,Male,37,Clothing,4,115.55,Credit Card,25/08/2021,Cevahir AVM
I239058,C288978,Male,20,Shoes,3,121.64,Debit Card,03/04/2022,Istinye Park
I913158,C367873,Female,44,Shoes,4,91.24,Credit Card,06/10/2022,Zorlu Center
I344036,C268925,Female,23,Shoes,5,145.93,Credit Card,02/03/2022,Cevahir AVM
I702484,C331574,Female,28,Toys,2,68.86,Cash,27/07/2022,Zorlu Center
I808945,C489635,Female,69,Toys,5,53.53,Cash,01/10/2021,Viaport Outlet
I434714,C105674,Male,57,Clothing,2,37.28,Cash,15/10/2022,Kanyon
I551616,C647177,Female,28,Clothing,4,41.46,Credit Card,29/12/2022,Mall of Istanbul
I688907,C579668,Female,26,Technology,1,80.18,Credit Card,07/07/2022,Metrocity
I339013,C304038,Female,44,Clothing,4,99.82,Debit Card,23/12/2022,Zorlu Center
I208464,C852472,Male,19,Food & Beverage,1,18.81,Cash,18/12/2021,Metrocity
I576232,C360452,Male,62,Clothing,5,48.44,Credit Card,20/11/2021,Zorlu Center
I552441,C338782,Female,41,Souvenir,5,15.1,Credit Card,11/06/2021,Torium
I494420,C822159,Female,37,Food & Beverage,3,53.1,Cash,07/12/2021,Cevahir AVM
I601632,C452582,Female,62,Books,2,51.74,Credit Card,29/06/2021,Kanyon
I648619,C537780,Male,26,Clothing,3,85.32,Credit Card,30/09/2022,Istinye Park
I877367,C957706,Female,45,Books,3,38.03,Cash,07/10/2022,Istinye Park
I758943,C663041,Male,50,Clothing,4,74.15,Cash,25/07/2022,Metrocity
I837152,C463111,Male,28,Clothing,5,83.57,Credit Card,27/10/2022,Metrocity
I406243,C394703,Female,57,Books,1,29.41,Credit Card,25/09/2022,Istinye Park
I488998,C444548,Male,64,Cosmetics,3,92.91,Debit Card,24/10/2021,Metropol AVM
I631827,C802593,Female,51,Toys,2,43.53,Credit Card,12/01/2023,Cevahir AVM
I406523,C426583,Female,36,Cosmetics,5,135.98,Credit Card,02/04/2021,Kanyon
I418436,C799539,Female,19,Technology,1,167.68,Cash,31/01/2023,Torium
I593558,C569580,Female,20,Cosmetics,5,125.68,Cash,25/09/2021,Mall of Istanbul
I843206,C493208,Female,51,Food & Beverage,5,48.31,Debit Card,01/06/2022,Mall of Istanbul
I239295,C316642,Female,29,Technology,2,99.7,Credit Card,26/06/2021,Zorlu Center
I962128,C665634,Female,29,Food & Beverage,1,49.48,Debit Card,14/02/2021,Metropol AVM
I578110,C328279,Female,38,Cosmetics,2,64.46,Credit Card,28/03/2021,Mall of Istanbul
I164590,C330465,Female,28,Shoes,3,99.84,Cash,22/11/2021,Torium
I373666,C544525,Female,28,Clothing,1,45.86,Debit Card,16/02/2022,Zorlu Center
